strDrink,strCategory,strDrinkThumb,ingredients,measurments_ingredients,strInstructions,strGlass,strAlcoholic
Kurant Tea,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,"Absolut Kurant,Tea,Sugar,,,,,,,,,,,,","4 cl Absolut Kurant,Turkish apple Tea, (if needed)
 Sugar,
 ,
 ,
 ,
 ,
 , , , , ","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Champagne flute,Alcoholic
Lady Love Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"Gin,Light cream,Powdered sugar,Lemon,Egg,Carbonated water,,,,,,,,,","2 oz Gin,2 tsp Light cream,1 tsp Powdered sugar,Juice of 1/2 Lemon,1 Egg white,
 Carbonated water,
 ,
 ,
 ,
 ,
 , ","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Cocktail glass,Alcoholic
Lassi - A South Indian Drink,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,,,,","1/2 cup plain Yoghurt,1 1/4 cup cold Water,1/2 tsp ground roasted Cumin seed,1/4 tsp Salt,1/4 tsp dried Mint, , , , , , , ","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Highball Glass,Non alcoholic
Lassi - Mango,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"Mango,Yoghurt,Sugar,Water,,,,,,,,,,,","2 Mango,2 cups Yoghurt,1/2 cup Sugar,1 cup iced Water, , , , , , , , ",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,Highball glass,Non alcoholic
Lassi - Sweet,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"Yoghurt,Water,Sugar,Salt,Lemon,,,,,,,,,,","1 cup Yoghurt,2 cups cold Water,4 tblsp Sugar,pinch Salt,2 tblsp Lemon juice, , , , , , , ",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,Highball glass,Non alcoholic
Lassi Khara,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"Yoghurt,Water,Salt,Asafoetida,,,,,,,,,,,","1 cup Yoghurt,2 cups cold Water,1 tsp Salt,1 pinch Asafoetida, , , , , , , , ",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,Highball Glass,Non alcoholic
Lassi Raita,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"Yoghurt,Ice,Sugar,Lime,Salt,,,,,,,,,,","2 cups Yoghurt,43986 Ice,
 Sugar,
 Lime,
 Salt,
 ,
 ,
 ,
 , , , ","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",Highball Glass,Non alcoholic
Lemon Drop,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,"Vodka,Cointreau,Lemon,,,,,,,,,,,,","1 1/2 shot Vodka,1 1/2 shot Cointreau,Juice of 1 wedge Lemon, , , , , , , , , ",Shake and strain into a chilled cocktail glass rimmed with sugar.,Cocktail glass,Alcoholic
Lemon Shot,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"Galliano,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,,,,,,","1/2 oz Galliano,1/2 oz Absolut Citron, wedge
 Lemon,Bacardi Sugar, 151 proof rum, , , , , , , ","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemon juice.",Shot glass,Alcoholic
Lemouroudji,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"Ginger,Water,Lemon,Sugar,Cayenne pepper,,,,,,,,,,","2 pieces Ginger,1 gal Water,1 lb Lemon,1 cup Sugar,ground Cayenne pepper, , , , , , , ","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Highball Glass,Non alcoholic
Limeade,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"Lime,Sugar,Soda water,Lime,,,,,,,,,,,","Juice of 1 Lime,1 tblsp Sugar, (seltzer water)
 Soda water, Lime peel, , , , , , , , ","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Highball glass,Non alcoholic
Limona Corona,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"Beer,Bacardi Limon,,,,,,,,,,,,,","1 bottle Corona,1 oz Bacardi Limon, , , , , , , , , , ","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Beer Glass,Alcoholic
Loch Lomond,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"Scotch,Drambuie,Dry Vermouth,Lemon,,,,,,,,,,,","2 oz Scotch,1/2 oz Drambuie,1/2 oz Dry Vermouth,1 twist of Lemon peel, , , , , , , , ","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Cocktail glass,Alcoholic
London Town,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"Gin,Maraschino liqueur,Orange bitters,,,,,,,,,,,,","1 1/2 oz Gin,1/2 oz Maraschino liqueur,2 dashes Orange bitters, , , , , , , , , ","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Cocktail glass,Alcoholic
Lone Tree Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"Sweet Vermouth,Gin,,,,,,,,,,,,,","3/4 oz Sweet Vermouth,1 1/2 oz Gin, , , , , , , , , , ","Stir ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic
Lone Tree Cooler,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange,Lemon,,,,,,,,,","
 Carbonated water,
 Gin,
 Dry Vermouth,
 Powdered sugar,
 Orange spiral,
 Lemon peel,
 ,
 ,
 ,
 ,
 , ","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Collins glass,Alcoholic
Long Island Iced Tea,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon,,,,,,,,,","1/2 oz Vodka,1/2 oz Tequila,1/2 oz Light rum,1/2 oz Gin,1 dash Coca-Cola,Twist of Lemon peel, , , , , , ",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Highball glass,Alcoholic
Long Island Tea,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,"Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,","1/2 oz Vodka,1/2 oz Light rum,1/2 oz Gin,1/2 oz Tequila,Juice of 1/2 Lemon,1 splash Coca-Cola, , , , , , ",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Highball glass,Alcoholic
Long vodka,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"Vodka,Lime,Angostura bitters,Tonic water,Ice,,,,,,,,,,","5 cl Vodka,43862 Lime,4 dashes Angostura bitters,1 dl Schweppes Tonic water,4 Ice, , , , , , , ","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Highball glass,Alcoholic
Lord And Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"Dark rum,Tia maria,,,,,,,,,,,,,","1 1/2 oz Dark rum,1/2 oz Tia maria, , , , , , , , , , ",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Old-fashioned glass,Alcoholic
Lunch Box,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,"Beer,Amaretto,Orange,,,,,,,,,,,,","3/4 bottle Beer,1 shot Amaretto,1 oz Orange juice, , , , , , , , , ",Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,Pint glass,Alcoholic
Mai Tai,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,,,,","1 oz Light rum,1/2 oz Orgeat syrup,1/2 oz Triple sec,1 1/2 oz Sweet and sour,1 Cherry, , , , , , , ",Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Collins glass,Alcoholic
Malibu Twister,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,"Malibu rum,Tropicana,Cranberry,,,,,,,,,,,,","2 parts Malibu rum,2 parts Tropicana,1 part Cranberry juice, , , , , , , , , ","Add rum & trister then, add cranberry jucie,stir",Highball glass,Alcoholic
Mango Orange Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,"Mango,Orange,,,,,,,,,,,,,","1 Mango,2 Orange, , , , , , , , , , ",Throw everything into a blender and liquify.,Highball Glass,Non alcoholic
Manhattan,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,"Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange,,,,,,,,,","3/4 oz Sweet Vermouth,2 1/2 oz Blended Bourbon,dash Angostura bitters,2 or 3 Ice,1 Maraschino cherry,1 twist of Orange peel, , , , , , ","Stirred over ice, strained into a chilled glass, garnished, and served up.",Cocktail glass,Alcoholic
Margarita,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,"Tequila,Triple sec,Lime,Salt,,,,,,,,,,,","1 1/2 oz Tequila,1/2 oz Triple sec,1 oz Lime juice, Salt, , , , , , , , ","Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Cocktail glass,Alcoholic
Martinez Cocktail,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,"Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,","1 oz Gin,1 oz Dry Vermouth,1/4 tsp Triple sec,1 dash Orange bitters,1 Cherry, , , , , , , ",Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Cocktail glass,Alcoholic
Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"Gin,Dry Vermouth,Olive,,,,,,,,,,,,","1 2/3 oz Gin,1/3 oz Dry Vermouth,1 Olive, , , , , , , , , ","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Cocktail glass,Alcoholic
Mary Pickford,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"Light rum,Pineapple,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,","1 1/2 oz Light rum,1 oz Pineapple juice,1/2 tsp Maraschino liqueur,1/2 tsp Grenadine,1 Maraschino cherry, , , , , , , ",Shake and strain into a chilled large cocktail glass,Cocktail glass,Alcoholic
Masala Chai,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,,,,","2 cups Water,3-4 tsp Tea,1 chunk dried Ginger,3-4 crushed Cardamom,3 Cloves,1 piece Cinnamon,1-2 whole Black pepper, to taste
 Sugar, Milk, , , ",Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Coffee Mug,Non alcoholic
Melya,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"Coffee,Honey,Cocoa powder,,,,,,,,,,,,","
 Espresso,Unsweetened Honey, Cocoa powder, , , , , , , , , ","Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Coffee mug,Non alcoholic
Miami Vice,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,,,,","5 oz Bacardi 151 proof rum,frozen Pina colada mix,frozen Daiquiri mix, , , , , , , , , ","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",Cocktail glass,Alcoholic
Microwave Hot Cocoa,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,"Sugar,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,,,,,,","5 tblsp Sugar,3 tblsp Cocoa powder,1 dash Salt,3 tblsp hot Water,2 cups Milk,1/4 tsp Vanilla extract, , , , , , ","Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",Coffee mug,Non alcoholic
Midnight Cowboy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,"Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,","2 oz Bourbon,1 oz Dark rum,1/2 oz Heavy cream, , , , , , , , , ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Cocktail glass,Alcoholic
Midnight Manx,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,"Kahlua,Bailey's irish cream,Goldschlager,Heavy cream,Coffee,,,,,,,,,,","1 oz Kahlua,1 oz Bailey's irish cream,dash Goldschlager,2 oz Heavy cream,2 oz Hazlenut Coffee, , , , , , , ","Fill a mixer with ice and add Bailey's, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",Old-fashioned glass,Alcoholic
Midnight Mint,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"Bailey's irish cream,White Creme de Menthe,Cream,,,,,,,,,,,,","1 oz Bailey's irish cream,3/4 oz White Creme de Menthe,3/4 oz double Cream, , , , , , , , , ","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Cocktail glass,Alcoholic
Mimosa,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"Champagne,Orange,,,,,,,,,,,,,","Chilled Champagne,2 oz Orange juice, , , , , , , , , , ","Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Champagne flute,Alcoholic
Mississippi Planters Punch,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,"Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,","1 oz Brandy,1/2 oz Light rum,1/2 oz Bourbon,Juice of 1/2 Lemon,1 tblsp Powdered sugar,
 Carbonated water,
 ,
 ,
 ,
 ,
 , ","Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Collins glass,Alcoholic
Mocha-Berry,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,,,,,,","6 oz Coffee,2 oz Chambord raspberry liqueur,2 tblsp Cocoa powder,
 Whipped cream,
 ,
 ,
 ,
 ,
 , , , ","pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Irish coffee cup,Alcoholic
Mojito,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,"Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,","2-3 oz Light rum,Juice of 1 Lime,2 tsp Sugar,43923 Mint, Soda water, , , , , , , ",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Highball glass,Alcoholic
Mojito #3,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"Mint,Lemon,Dark rum,Club soda,Angostura bitters,,,,,,,,,,","1/2 handful Mint,3 cl Lemon juice,1/8 L Jamaican Dark rum,1/8 L Club soda,8 drops Angostura bitters, , , , , , , ","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Collins glass,Alcoholic
Monkey Gland,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"Gin,Benedictine,Orange,Grenadine,,,,,,,,,,,","2 oz Gin,1 tsp Benedictine,1/2 oz Orange juice,1 tsp Grenadine, , , , , , , , ","Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Cocktail glass,Alcoholic
Monkey Wrench,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,"Light rum,Grapefruit,Bitters,,,,,,,,,,,,","1 1/2 oz Light rum,3 oz Grapefruit juice,1 dash Bitters, , , , , , , , , ",Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Old-fashioned glass,Alcoholic
Moranguito,Shot,http://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"Absinthe,Tequila,Grenadine,,,,,,,,,,,,","43953 Absinthe,43953 Tequila,43952 Grenadine, , , , , , , , , ","first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Shot glass,Alcoholic
Moscow Mule,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"Vodka,Lime,Ginger ale,,,,,,,,,,,,","2 oz Vodka,2 oz Lime juice,8 oz Ginger ale, , , , , , , , , ",Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Copper Mug,Alcoholic
Mother's Milk,Shot,http://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"Goldschlager,Butterscotch schnapps,Milk,,,,,,,,,,,,","1 oz Goldschlager,1 oz Butterscotch schnapps,1 oz Milk, , , , , , , , , ","Shake over ice, strain. Serves two.",Shot glass,Alcoholic
